,seqname,gene_name,start,end,strand,gene_id
179948,chr1,PDZK1P1,147993862,148014956,-,ENSG00000215859.9
179972,chr1,ENSG00000273059,148011799,148012228,+,ENSG00000273059.1
179975,chr1,LINC02804,148013203,148025934,+,ENSG00000274372.5
179999,chr1,RNU1-129P,148014417,148014583,-,ENSG00000206791.1
180002,chr1,RNVU1-7,148038753,148038916,-,ENSG00000206585.1
180005,chr1,PDE4DIPP1,148080598,148093883,+,ENSG00000229828.2
180018,chr1,NBPF11,148102047,148152322,-,ENSG00000263956.8
180270,chr1,PFN1P4,148129497,148129898,+,ENSG00000225080.1
180273,chr1,ABHD17AP1,148146395,148149566,+,ENSG00000198658.4
180277,chr1,LINC02805,148156139,148186980,+,ENSG00000232265.8
180350,chr1,ENSG00000227733,148159213,148255012,-,ENSG00000227733.12
180537,chr1,RNA5SP57,148193716,148193838,+,ENSG00000238765.1
180540,chr1,ENSG00000224335,148234273,148234489,+,ENSG00000224335.2
180543,chr1,ENSG00000227700,148246169,148246685,+,ENSG00000227700.1
180546,chr1,RNVU1-22,148263476,148263632,+,ENSG00000199879.1
180549,chr1,LINC01731,148271884,148280749,-,ENSG00000234283.1
180554,chr1,ENSG00000228626,148288001,148288951,-,ENSG00000228626.1
180558,chr1,LINC01138,148290889,148519604,-,ENSG00000274020.4
180645,chr1,LINC02806,148295180,148297556,+,ENSG00000238107.1
180649,chr1,ENSG00000224481,148295895,148344638,+,ENSG00000224481.4
180669,chr1,ENSG00000235988,148317683,148318013,-,ENSG00000235988.1
180672,chr1,Y_RNA,148330271,148330394,+,ENSG00000252744.1
180675,chr1,MIR5087,148334479,148334554,-,ENSG00000283676.1
180678,chr1,RNVU1-21,148334612,148334767,-,ENSG00000202408.2
180681,chr1,ENSG00000272824,148358245,148358686,-,ENSG00000272824.1
180684,chr1,RNVU1-1,148362370,148362533,-,ENSG00000207340.1
180687,chr1,RNU1-155P,148385829,148385963,-,ENSG00000252135.1
180690,chr1,MIR6077,148388282,148388363,+,ENSG00000278596.1
180693,chr1,RNVU1-2,148388490,148388651,-,ENSG00000238825.1
180696,chr1,PDE4DIPP6,148402516,148432545,+,ENSG00000231551.8
180752,chr1,RNVU1-3,148402715,148402875,+,ENSG00000201183.1
180755,chr1,ENSG00000225871,148435105,148436926,+,ENSG00000225871.2
180759,chr1,ENSG00000285062,148458643,148459689,-,ENSG00000285062.1
180763,chr1,ENSG00000280649,148458814,148459871,+,ENSG00000280649.2
180768,chr1,PPIAL4G,148482548,148483302,-,ENSG00000236334.3
180776,chr1,RNVU1-27,148522601,148522765,+,ENSG00000274210.1
180779,chr1,NBPF14,148531385,148679742,-,ENSG00000270629.7
181240,chr1,NOTCH2NLB,148600285,148679746,-,ENSG00000286019.2
181256,chr1,RNU6-1171P,148739379,148739479,+,ENSG00000252515.2
181259,chr1,NUDT4B,148748774,148752415,+,ENSG00000177144.8
181267,chr1,SEC22B3P,148772640,148784594,-,ENSG00000275140.1
181273,chr1,ENSG00000271546,148795797,148796325,+,ENSG00000271546.1
181276,chr1,PDE4DIP,148808140,149048286,+,ENSG00000178104.20
182729,chr1,RN7SKP88,148839483,148839732,-,ENSG00000252656.1
182732,chr1,RNU2-38P,148939739,148939817,-,ENSG00000222788.1
182735,chr1,ENSG00000254913,149006309,149009527,-,ENSG00000254913.1
182740,chr1,ENSG00000289642,149013782,149014961,+,ENSG00000289642.1
182743,chr1,ENSG00000255148,149018671,149026269,-,ENSG00000255148.2
182748,chr1,ENSG00000254539,149048576,149051273,+,ENSG00000254539.1
182752,chr1,NBPF9,149052186,149103561,-,ENSG00000269713.9
183143,chr1,ENSG00000274019,149111304,149121866,-,ENSG00000274019.1
183148,chr1,RNVU1-24,149162783,149162944,-,ENSG00000201699.1
183151,chr1,ENSG00000274265,149175748,149259987,+,ENSG00000274265.5
183191,chr1,ENSG00000289614,149176141,149176931,-,ENSG00000289614.2
183194,chr1,ENSG00000215861,149197555,149321732,-,ENSG00000215861.8
183214,chr1,ENSG00000272755,149264252,149264816,+,ENSG00000272755.1
183217,chr1,7SK,149290513,149290762,+,ENSG00000273591.1
183220,chr1,SEC22B2P,149345661,149357612,+,ENSG00000274423.1
183226,chr1,NOTCH2NLC,149390621,149471833,+,ENSG00000286219.2
183274,chr1,ENSG00000286185,149390623,149556361,+,ENSG00000286185.1
183474,chr1,NBPF19,149475045,149556361,+,ENSG00000271383.8
183840,chr1,PPIAL4C,149583848,149584607,+,ENSG00000288867.1
183848,chr1,LINC00869,149606209,149705716,+,ENSG00000277147.8
183940,chr1,ENSG00000284964,149607467,149608516,+,ENSG00000284964.1
183944,chr1,ENSG00000275557,149607765,149612402,+,ENSG00000275557.1
183950,chr1,RNVU1-30,149636766,149636929,+,ENSG00000206828.1
183953,chr1,FAM91A2P,149675205,149677740,+,ENSG00000284842.1
183956,chr1,PDE4DIPP7,149676851,149747818,-,ENSG00000234232.7
183988,chr1,RNU1-68P,149700151,149700296,-,ENSG00000275229.1
183991,chr1,ENSG00000226500,149754301,149754710,-,ENSG00000226500.2
183994,chr1,FCGR1A,149782671,149791675,+,ENSG00000150337.14
184029,chr1,H2BC18,149782689,149812373,-,ENSG00000203814.7
184055,chr1,ENSG00000233030,149785659,149793020,-,ENSG00000233030.2
184059,chr1,H3C13,149813225,149813693,-,ENSG00000183598.4
184067,chr1,H4C14,149832657,149839767,+,ENSG00000270882.3
184102,chr1,H3C14,149840687,149841208,-,ENSG00000203811.2
184110,chr1,H2AC18,149842218,149842750,-,ENSG00000288825.1
184118,chr1,H2BC19P,149842875,149846486,+,ENSG00000220323.4
184123,chr1,H2BC20P,149844498,149850937,-,ENSG00000261716.2
184128,chr1,H2AC19,149851061,149851594,+,ENSG00000288859.1
184136,chr1,H3C15,149852608,149853125,+,ENSG00000203852.4
184144,chr1,H4C15,149854045,149861159,-,ENSG00000270276.3
184170,chr1,ENSG00000264207,149861271,149862504,+,ENSG00000264207.1
184173,chr1,H2BC21,149884459,149886682,-,ENSG00000184678.11
184181,chr1,H2AC20,149886918,149887411,+,ENSG00000184260.6
184189,chr1,H2AC21,149887469,149887965,-,ENSG00000184270.6
184197,chr1,BOLA1,149887890,149900798,+,ENSG00000178096.9
184230,chr1,SV2A,149903318,149917844,-,ENSG00000159164.10
184291,chr1,SF3B4,149923317,149927803,-,ENSG00000143368.10
184318,chr1,MTMR11,149928651,149936879,-,ENSG00000014914.21
184467,chr1,OTUD7B,149937812,150010726,-,ENSG00000264522.6
184527,chr1,ENSG00000285184,150045660,150067722,-,ENSG00000285184.5
184549,chr1,RPL6P31,150053864,150055034,+,ENSG00000223945.2
184553,chr1,VPS45,150067279,150145329,+,ENSG00000136631.16
185838,chr1,PLEKHO1,150149183,150164720,+,ENSG00000023902.14
185899,chr1,LINC02988,150173049,150181429,+,ENSG00000285554.1
185904,chr1,RN7SL480P,150211632,150211925,+,ENSG00000266187.2
185907,chr1,ANP32E,150218417,150236156,-,ENSG00000143401.15
186052,chr1,RNU2-17P,150236967,150237156,+,ENSG00000222222.1
186055,chr1,ENSG00000276110,150255095,150257286,-,ENSG00000276110.1
186059,chr1,CA14,150257251,150265078,+,ENSG00000118298.12
186162,chr1,APH1A,150265399,150269580,-,ENSG00000117362.13
186249,chr1,C1orf54,150268200,150280916,+,ENSG00000118292.9
186303,chr1,ENSG00000289041,150281114,150282171,-,ENSG00000289041.1
186306,chr1,CIART,150282543,150287093,+,ENSG00000159208.16
186395,chr1,MRPS21,150293861,150308979,+,ENSG00000266472.6
186416,chr1,PRPF3,150321479,150353233,+,ENSG00000117360.13
186491,chr1,RPRD2,150363091,150476566,+,ENSG00000163125.16
186567,chr1,TARS2,150487414,150507602,+,ENSG00000143374.18
186786,chr1,MIR6878,150492345,150492410,+,ENSG00000283933.1
186789,chr1,ECM1,150508062,150513789,+,ENSG00000143369.15
186886,chr1,FALEC,150515757,150518032,+,ENSG00000228126.1
186890,chr1,ADAMTSL4-AS2,150548562,150557724,-,ENSG00000237781.3
186898,chr1,ADAMTSL4,150549369,150560937,+,ENSG00000143382.16
187157,chr1,MIR4257,150551929,150552014,+,ENSG00000264553.1
187160,chr1,ADAMTSL4-AS1,150560202,150562115,-,ENSG00000203804.5
187163,chr1,MCL1,150560895,150579738,-,ENSG00000143384.14
187233,chr1,ENSG00000289457,150561466,150562287,+,ENSG00000289457.2
187236,chr1,RN7SL473P,150566562,150566860,-,ENSG00000277452.1
187239,chr1,RN7SL600P,150568971,150569269,-,ENSG00000274963.1
187242,chr1,ENSG00000290074,150579917,150580945,+,ENSG00000290074.1
187245,chr1,ENSG00000253047,150600539,150600659,-,ENSG00000253047.1
187248,chr1,ENSA,150600851,150629612,-,ENSG00000143420.19
187420,chr1,U4,150608507,150608623,-,ENSG00000276103.1
187423,chr1,ENSG00000288880,150629814,150635733,+,ENSG00000288880.2
187431,chr1,GOLPH3L,150646230,150697154,-,ENSG00000143457.11
187465,chr1,HORMAD1,150698060,150720895,-,ENSG00000143452.16
187624,chr1,RNU6-1042P,150701866,150701972,+,ENSG00000206931.1
187627,chr1,CTSS,150730079,150765957,-,ENSG00000163131.12
187940,chr1,ENSG00000236713,150780272,150780644,+,ENSG00000236713.1
187943,chr1,CTSK,150794880,150809577,-,ENSG00000143387.14
188244,chr1,UBE2D3P3,150800473,150801031,+,ENSG00000224690.2
188248,chr1,ARNT,150809713,150876708,-,ENSG00000143437.21
188533,chr1,RNU6-1309P,150812591,150812698,-,ENSG00000200175.1
188536,chr1,RPS27AP6,150881236,150881683,-,ENSG00000224800.1
188539,chr1,CTXND2,150887136,150913292,+,ENSG00000283324.1
188549,chr1,CYCSP51,150903896,150904213,+,ENSG00000229357.1
188552,chr1,SETDB1,150926263,150964744,+,ENSG00000143379.13
188959,chr1,CERS2,150960583,150975003,-,ENSG00000143418.20
189177,chr1,ENSG00000259357,150965245,150966256,+,ENSG00000259357.2
189184,chr1,ENSG00000231073,150973123,150975534,+,ENSG00000231073.1
189189,chr1,ANXA9,150982249,150995634,+,ENSG00000143412.10
189229,chr1,MINDY1,150996549,151008376,-,ENSG00000143409.17
189373,chr1,PRUNE1,151008420,151035713,+,ENSG00000143363.17
189526,chr1,RNU6-884P,151022746,151022852,-,ENSG00000200759.1
189529,chr1,BNIPL,151036321,151047720,+,ENSG00000163141.20
189656,chr1,C1orf56,151047751,151051986,+,ENSG00000143443.10
189673,chr1,CDC42SE1,151050971,151070325,-,ENSG00000197622.13
189749,chr1,MLLT11,151060397,151069544,+,ENSG00000213190.4
189759,chr1,GABPB2,151070578,151125542,+,ENSG00000143458.12
189828,chr1,RPS29P29,151111912,151112728,-,ENSG00000233717.1
189833,chr1,ENSG00000261168,151130075,151131610,-,ENSG00000261168.1
189836,chr1,SEMA6C,151131685,151146631,-,ENSG00000143434.17
190027,chr1,ENSG00000289288,151146793,151148054,+,ENSG00000289288.2
190030,chr1,TNFAIP8L2,151156649,151159749,+,ENSG00000163154.6
190040,chr1,SCNM1,151156664,151170296,+,ENSG00000163156.12
190116,chr1,LYSMD1,151159748,151165948,-,ENSG00000163155.12
190139,chr1,TMOD4,151169986,151176284,-,ENSG00000163157.15
190223,chr1,VPS72,151176304,151195321,-,ENSG00000163159.15
190272,chr1,PIP5K1A,151197949,151249536,+,ENSG00000143398.20
190523,chr1,PSMD4,151254709,151267479,+,ENSG00000159352.16
190653,chr1,ZNF687-AS1,151279678,151282000,-,ENSG00000232671.8
190666,chr1,ZNF687,151281618,151292176,+,ENSG00000143373.18
190771,chr1,PI4KB,151291797,151327715,-,ENSG00000143393.17
190987,chr1,RN7SL444P,151300665,151300964,-,ENSG00000265753.2
190990,chr1,ENSG00000273481,151327949,151328429,+,ENSG00000273481.1
190993,chr1,RFX5,151340640,151347326,-,ENSG00000143390.18
191335,chr1,ENSG00000224645,151340648,151341966,+,ENSG00000224645.1
191339,chr1,RFX5-AS1,151346938,151348027,+,ENSG00000237976.2
191343,chr1,SELENBP1,151364304,151372707,-,ENSG00000143416.21
191677,chr1,PSMB4,151399560,151401937,+,ENSG00000159377.11
191724,chr1,POGZ,151402724,151459494,-,ENSG00000143442.23
192201,chr1,RNY4P25,151439000,151439095,+,ENSG00000238711.1
192204,chr1,CGN,151510510,151538692,+,ENSG00000143375.15
192301,chr1,ENSG00000252840,151527831,151527938,-,ENSG00000252840.1
192304,chr1,TUFT1,151540305,151583583,+,ENSG00000143367.17
192409,chr1,ENSG00000232536,151540516,151561855,+,ENSG00000232536.1
192413,chr1,MIR554,151545796,151545891,+,ENSG00000207606.1
192416,chr1,ENSG00000223861,151557446,151557940,+,ENSG00000223861.1
192419,chr1,SNX27,151612006,151699091,+,ENSG00000143376.14
192702,chr1,ENSG00000250734,151612038,151613363,-,ENSG00000250734.2
192706,chr1,RNU6-1062P,151629324,151629430,+,ENSG00000206635.1
192709,chr1,CELF3,151700058,151716803,-,ENSG00000159409.15
192832,chr1,ENSG00000227045,151701026,151708386,+,ENSG00000227045.1
192836,chr1,RIIAD1,151710433,151729805,+,ENSG00000178796.13
192893,chr1,RNU6-662P,151747597,151747700,-,ENSG00000206980.1
192896,chr1,ENSG00000269621,151755541,151759911,+,ENSG00000269621.1
192900,chr1,ENSG00000236940,151757659,151758442,+,ENSG00000236940.1
192904,chr1,MRPL9,151759647,151763496,-,ENSG00000143436.11
193030,chr1,OAZ3,151762899,151771334,+,ENSG00000143450.19
193141,chr1,ENSG00000249602,151763384,151769501,-,ENSG00000249602.1
193146,chr1,ENSG00000232937,151765709,151766389,+,ENSG00000232937.1
193150,chr1,ENSG00000268288,151766486,151767000,-,ENSG00000268288.1
193153,chr1,TDRKH,151770107,151791416,-,ENSG00000182134.17
193454,chr1,TDRKH-AS1,151790804,151794403,+,ENSG00000203288.6
193466,chr1,ENSG00000269489,151798054,151798602,+,ENSG00000269489.1
193469,chr1,LINGO4,151800264,151805419,-,ENSG00000213171.3
193479,chr1,RORC,151806071,151831845,-,ENSG00000143365.20
193667,chr1,C2CD4D,151837818,151840557,-,ENSG00000225556.2
193695,chr1,Y_RNA,151841736,151841837,-,ENSG00000201134.1
193698,chr1,C2CD4D-AS1,151841877,151850385,+,ENSG00000234614.1
193703,chr1,THEM5,151847101,151853712,-,ENSG00000196407.12
193728,chr1,THEM4,151870866,151909637,-,ENSG00000159445.13
193784,chr1,ENSG00000285651,151885251,151899333,+,ENSG00000285651.1
193789,chr1,ENSG00000286581,151944890,151953985,+,ENSG00000286581.1
193793,chr1,KRT8P28,151949523,151950912,-,ENSG00000223810.2
193796,chr1,S100A10,151982915,151993859,-,ENSG00000197747.9
193828,chr1,ENSG00000229021,151994531,152042774,+,ENSG00000229021.2
193843,chr1,NBPF18P,152018662,152022508,+,ENSG00000240667.1
193849,chr1,S100A11,152032506,152047907,-,ENSG00000163191.6
193865,chr1,SPTLC1P4,152077952,152078211,+,ENSG00000232678.2
193868,chr1,ENSG00000285818,152079557,152080903,-,ENSG00000285818.1
193871,chr1,TCHHL1,152084141,152089064,-,ENSG00000182898.4
193883,chr1,TCHH,152106317,152115444,-,ENSG00000159450.13
193895,chr1,ENSG00000226716,152122534,152125065,+,ENSG00000226716.1
193899,chr1,PUDPP2,152124016,152196699,-,ENSG00000233792.3
193905,chr1,RPTN,152153595,152159228,-,ENSG00000215853.3
193917,chr1,FLG-AS1,152168125,152445456,+,ENSG00000237975.7
194039,chr1,LINC02962,152205858,152207057,+,ENSG00000236427.1
194043,chr1,HRNR,152212076,152224193,-,ENSG00000197915.7
194055,chr1,FLG,152302165,152325239,-,ENSG00000143631.11
194067,chr1,FLG2,152348735,152360006,-,ENSG00000143520.6
194079,chr1,HMGN3P1,152399577,152399769,+,ENSG00000183586.8
194082,chr1,CRNN,152409243,152414263,-,ENSG00000143536.7
194094,chr1,LCE5A,152510803,152512177,+,ENSG00000186207.5
194104,chr1,CRCT1,152514482,152516008,+,ENSG00000169509.6
194114,chr1,LCE3E,152565654,152566780,-,ENSG00000185966.4
194124,chr1,LCE3D,152579381,152580516,-,ENSG00000163202.5
194134,chr1,LCE3C,152600234,152601086,+,ENSG00000244057.5
194151,chr1,LCE3B,152613811,152614098,+,ENSG00000187238.5
194158,chr1,LCE3A,152622834,152623103,-,ENSG00000185962.1
194165,chr1,LCEP4,152644393,152644717,-,ENSG00000226947.1
194168,chr1,LCEP3,152656332,152656501,+,ENSG00000285753.1
194171,chr1,LCE2D,152663380,152664659,+,ENSG00000187223.4
194181,chr1,LCE2C,152675279,152676569,+,ENSG00000187180.4
194191,chr1,LCE2B,152686123,152687397,+,ENSG00000159455.9
194201,chr1,LCE2A,152698345,152699442,+,ENSG00000187173.4
194211,chr1,LCE4A,152708160,152709434,+,ENSG00000187170.6
194221,chr1,C1orf68,152719522,152720470,+,ENSG00000198854.5
194228,chr1,LCEP2,152737518,152737868,+,ENSG00000229713.1
194231,chr1,LCEP1,152744299,152744606,+,ENSG00000233819.1
194234,chr1,KPRP,152758025,152762056,+,ENSG00000203786.7
194244,chr1,LCE1F,152775140,152777024,+,ENSG00000240386.4
194254,chr1,LCE1E,152786214,152788426,+,ENSG00000186226.9
194281,chr1,LCE1D,152796721,152798181,+,ENSG00000172155.10
194291,chr1,LCE1C,152804832,152806651,-,ENSG00000197084.6
194310,chr1,LCE1B,152811971,152813108,+,ENSG00000196734.9
194318,chr1,LCE1A,152827473,152828097,+,ENSG00000186844.6
194325,chr1,LCE6A,152842856,152843983,+,ENSG00000235942.3
194335,chr1,LCE7A,152859996,152861252,+,ENSG00000285946.2
194345,chr1,SMCP,152878322,152885047,+,ENSG00000163206.6
194355,chr1,ENSG00000289062,152897800,152913134,-,ENSG00000289062.2
194362,chr1,IVL,152908546,152911886,+,ENSG00000163207.7
194372,chr1,LINC01527,152930040,152949210,-,ENSG00000224308.1
194376,chr1,SPRR5,152947206,152949255,+,ENSG00000283227.2
194386,chr1,SPRR4,152970648,152972574,+,ENSG00000184148.4
194396,chr1,SPRR1A,152984081,152985814,+,ENSG00000169474.5
194415,chr1,SPRR3,153001747,153003856,+,ENSG00000163209.15
194448,chr1,ENSG00000252920,153012482,153012614,-,ENSG00000252920.1
194451,chr1,ENSG00000234262,153023962,153024260,+,ENSG00000234262.1
194454,chr1,SPRR1B,153031203,153032900,+,ENSG00000169469.9
194464,chr1,SPRR2D,153039732,153041931,-,ENSG00000163216.7
194503,chr1,SPRR2A,153056120,153057512,-,ENSG00000241794.2
194513,chr1,SPRR2B,153070226,153071611,-,ENSG00000196805.8
194523,chr1,SPRR2E,153093135,153106184,-,ENSG00000203785.9
194542,chr1,SPRR2F,153112121,153113516,-,ENSG00000244094.2
194552,chr1,SPRR2C,153140491,153140709,-,ENSG00000229035.2
194555,chr1,SPRR2G,153149582,153150890,-,ENSG00000159516.9
194565,chr1,ENSG00000229699,153174518,153191676,+,ENSG00000229699.1
194570,chr1,LELP1,153203430,153205120,+,ENSG00000203784.3
194580,chr1,PRR9,153217584,153219310,+,ENSG00000203783.5
194590,chr1,RPLP0P4,153225080,153226006,+,ENSG00000230779.1
194593,chr1,LORICRIN,153259687,153262124,+,ENSG00000203782.6
194603,chr1,PGLYRP3,153297116,153312952,-,ENSG00000159527.4
194644,chr1,PGLYRP4,153330120,153348841,-,ENSG00000163218.15
194695,chr1,RNU6-160P,153331622,153331728,+,ENSG00000207321.1
194698,chr1,S100A9,153357854,153361023,+,ENSG00000163220.11
194710,chr1,S100A12,153373711,153375621,-,ENSG00000163221.9
194722,chr1,LAPTM4BP1,153379821,153380799,-,ENSG00000237008.2
194726,chr1,S100A8,153390032,153391073,-,ENSG00000143546.10
194752,chr1,S100A15A,153396591,153396771,-,ENSG00000224784.2
194755,chr1,S100A7A,153416520,153423222,+,ENSG00000184330.12
194787,chr1,S100A7P1,153427020,153428401,-,ENSG00000203781.4
194791,chr1,S100A7L2,153437058,153438329,-,ENSG00000197364.8
194795,chr1,S100A7,153457744,153460651,-,ENSG00000143556.9
194818,chr1,RN7SL44P,153500463,153500764,-,ENSG00000263841.2
194821,chr1,ENSG00000238279,153533430,153535129,+,ENSG00000238279.3
194825,chr1,S100A6,153534599,153536244,-,ENSG00000197956.10
194873,chr1,S100A5,153537147,153541765,-,ENSG00000196420.8
194898,chr1,S100A4,153543613,153550136,-,ENSG00000196154.12
194952,chr1,S100A3,153547329,153549258,-,ENSG00000188015.10
194975,chr1,S100A2,153561108,153567890,-,ENSG00000196754.13
195042,chr1,ENSG00000285867,153586813,153606283,-,ENSG00000285867.1
195046,chr1,S100A16,153606886,153613145,-,ENSG00000188643.11
195095,chr1,S100A14,153614255,153616986,-,ENSG00000189334.9
195158,chr1,S100A13,153618787,153631360,-,ENSG00000189171.15
195222,chr1,ENSG00000271853,153626332,153634340,-,ENSG00000271853.5
195242,chr1,S100A1,153627926,153632039,+,ENSG00000160678.12
195290,chr1,ENSG00000272030,153631438,153634397,-,ENSG00000272030.1
195300,chr1,CHTOP,153633982,153646306,+,ENSG00000160679.13
195389,chr1,SNAPIN,153658703,153661852,+,ENSG00000143553.11
195414,chr1,ILF2,153661788,153671028,-,ENSG00000143621.17
195519,chr1,NPR1,153678688,153693992,+,ENSG00000169418.10
195579,chr1,MIR8083,153689705,153689793,-,ENSG00000274940.1
195582,chr1,RN7SL372P,153704088,153704385,+,ENSG00000242565.3
195585,chr1,GEMIN2P1,153717303,153718347,-,ENSG00000235015.1
195589,chr1,Y_RNA,153726252,153726353,-,ENSG00000199565.1
195592,chr1,INTS3,153728050,153774808,+,ENSG00000143624.14
195938,chr1,ENSG00000243613,153746851,153751227,-,ENSG00000243613.1
195942,chr1,ENSG00000233222,153750983,153752176,-,ENSG00000233222.2
195946,chr1,SLC27A3,153774354,153780157,+,ENSG00000143554.14
196079,chr1,Y_RNA,153785720,153785821,-,ENSG00000207039.1
196082,chr1,GATAD2B,153789030,153923360,-,ENSG00000143614.10
196229,chr1,ENSG00000231827,153793937,153802091,+,ENSG00000231827.4
196252,chr1,ENSG00000223599,153852106,153853414,-,ENSG00000223599.1
196255,chr1,ENSG00000236327,153890595,153890865,+,ENSG00000236327.2
196258,chr1,ENSG00000284738,153923284,153935245,+,ENSG00000284738.2
196270,chr1,DENND4B,153929501,153946718,-,ENSG00000198837.10
196426,chr1,ENSG00000289935,153945551,153946000,-,ENSG00000289935.1
196429,chr1,CRTC2,153947669,153958615,-,ENSG00000160741.17
196567,chr1,SLC39A1,153959099,153968184,-,ENSG00000143570.19
196687,chr1,ENSG00000285779,153959151,153975887,-,ENSG00000285779.1
196703,chr1,MIR6737,153962351,153962420,-,ENSG00000276584.1
196706,chr1,ENSG00000282386,153964361,153965070,+,ENSG00000282386.1
196709,chr1,ENSG00000273026,153966516,153966930,+,ENSG00000273026.1
196712,chr1,CREB3L4,153967534,153974361,+,ENSG00000143578.16
196885,chr1,JTB,153974269,153977674,-,ENSG00000143543.15
196950,chr1,ENSG00000285641,153975850,153986246,-,ENSG00000285641.1
196980,chr1,JTB-DT,153977727,153979160,+,ENSG00000272654.2
196983,chr1,RAB13,153981617,153986358,-,ENSG00000143545.10
197045,chr1,RPS27,153990762,153992155,+,ENSG00000177954.14
197086,chr1,NUP210L,153992685,154155116,-,ENSG00000143552.9
197290,chr1,ENSG00000231416,153995632,153995960,+,ENSG00000231416.1
197293,chr1,RNU6-179P,154039916,154040022,-,ENSG00000200220.1
